question,super_category,English_translated,English_Paraphrase,French_Paraphrase
Comment éviter l'expulsion en Wallonie ?,Droit immobilier,How can we avoid expulsion to Wallonia?,How can we avoid expulsion to Wallonia?,Comment éviter l'expulsion vers la Wallonie?
Nous sommes mariés. Quelles démarches effectuer pour être reconnu comme le père de mon enfant si nous sommes mariés ?,Droit de la famille,What steps are taken to be recognized as the father of my child if we are married?,"If we are married, what steps are taken to be recognized as the father of my child?","Si nous sommes mariés, quelles mesures sont prises pour être reconnus comme le père de mon enfant?"
Après combien de temps le paiement de mon loyer est-il prescrit ?,Droit financier,After how long is the payment of my rent prescribed?,How long is my rent to be paid?,Combien de temps mon loyer sera-t-il payé ?
Je suis parent. Mon ex ne paie plus les contributions alimentaires fixées dans un jugement depuis dix ans. Puis-je encore les réclamer ?,Droit de la famille,I'm a parent. My ex doesn't pay the food contributions fixed in a judgment for ten years. Can I still claim them?,I'm a parent and my ex doesn't pay the food contributions fixed in a judgment for ten years.,Je suis un parent et mon ex ne paie pas les contributions alimentaires fixées dans un jugement de dix ans.
Est-ce que l’amende pénale s’annule au bout d’un certain temps (prescription) ?,Droit pénal,Does the criminal fine cancel after a certain period of time (prescription)?,Does the criminal fine stop after a certain period of time?,L'amende pénale s'arrête-t-elle après un certain temps ?
Dois-je prendre un avocat pour contester la décision d’un organisme de sécurité sociale à Bruxelles ?,Droit immobilier,Do I have to hire a lawyer to challenge the decision of a social security organisation in Brussels?,Do I have to hire a lawyer to challenge the decision of a social security organisation?,Dois-je engager un avocat pour contester la décision d'une organisation de sécurité sociale?
Je mets un kot en location (bail de droit commun). Quels sont les critères d'octroi du permis de location en Wallonie ?,Droit immobilier,I rent a kot (common lease). What are the criteria for granting a rental permit in Wallonia?,I rent a kot in Wallonia.,Je loue un kot en Wallonie.
Comment l'administrateur est-il contrôlé ?,Droit de la famille,How is the administrator controlled?,The administrator is controlled.,L'administrateur est contrôlé.
Que dois-je faire s'il n'y a pas d'état des lieux à Bruxelles ?,Droit immobilier,What should I do if there is no state of affairs in Brussels?,"If there is no state of affairs, what should I do?","S'il n'y a pas de situation, que devrais-je faire ?"
Je suis parent. Dois-je encore payer la contribution alimentaire si mon enfant ne fait rien aux études ?,Droit de la famille,I'm a parent. Do I still have to pay the maintenance contribution if my child doesn't do anything at school?,"If my child doesn't do anything at school, do I still have to pay the maintenance contribution?","Si mon enfant ne fait rien à l'école, est-ce que je dois encore payer la pension alimentaire ?"
Je suis majeur. Je séjourne en Belgique depuis au moins 5 ans. Que faire si je n'ai pas d'acte de naissance pour ma demande de nationalité ?,Droit des étrangers,I've been in Belgium for at least 5 years. What if I don't have a birth certificate for my application for citizenship?,"If I don't have a birth certificate for my application for citizenship, what will I do?","Si je n'ai pas d'acte de naissance pour ma demande de citoyenneté, que vais-je faire?"
Quelles sont les sanctions si je suis coupable d’avoir fait des tags/graffitis ?,Droit pénal,What are the penalties if I'm guilty of having made tags/graffitis?,"If I'm guilty of making tags, what are the consequences?","Si je suis coupable de faire des étiquettes, quelles en sont les conséquences ?"
Je suis majeur. Je fais valoir des mérites exceptionnels. Comment se déroule la procédure de demande de naturalisation ?,Droit des étrangers,"I'm an adult, and I'm claiming exceptional merits, and how is the naturalization application process going?","I'm an adult, I claim exceptional merits, and how is the naturalization application process going?","Je suis un adulte, je revendique des mérites exceptionnels, et comment se passe le processus de demande de naturalisation?"
Puis-je refuser cette transaction pénale ?,Droit pénal,May I refuse this criminal transaction?,Is it possible that I will refuse this criminal transaction?,Est-il possible que je refuse cette transaction criminelle ?
Le règlement collectif de dettes m'empêche-t-il de toucher mes revenus ?,Droit financier,Does the collective settlement of debts prevent me from earning my income?,Does the collective settlement of debts prevent me from earning money?,Le règlement collectif des dettes m'empêche-t-il de gagner de l'argent ?
Mon propriétaire peut-il mettre fin au bail pour vendre le logement que j’occupe à Bruxelles ?,Droit immobilier,Can my owner terminate the lease to sell the accommodation I occupy in Brussels?,Can my owner end the lease to sell the place I'm in?,Mon propriétaire peut-il mettre fin au bail pour vendre l'endroit où je suis ?
Je m'assure que le propriétaire a obtenu un permis de location (Région wallonne). Comment obtenir un permis de location en Wallonie ?,Droit immobilier,I make sure the owner has obtained a rental permit (Walloon Region). How do I obtain a rental permit in Wallonia?,The owner needs to obtain a rental permit in Wallonia.,Le propriétaire doit obtenir un permis de location en Wallonie.
J'ai signé une déclaration de cohabitation légale. Le salaire de l'un appartient-il aussi à l'autre cohabitant légal ?,Droit de la famille,I signed a declaration of legal cohabitation. Does the salary of one also belong to the other legal cohabitant?,I signed a declaration of legal cohabitation.,J'ai signé une déclaration de cohabitation légale.
Je suis tuteur. Quelle(s) responsabilité(s) puis-je encourir comme tuteur vis-à-vis du MENA ?,Droit des étrangers,I am a guardian. What responsibility(s) can I incur as a guardian in relation to MENA?,What responsibilities can I take on as a guardian in relation to MENA?,Quelles responsabilités puis-je assumer en tant que tuteur par rapport à la MENA?
Comment constituer une garantie locative via le CPAS à Bruxelles ?,Droit immobilier,How can we create a rental guarantee via the CPAS in Brussels?,Is there a way to create a rental guarantee via the CPAS?,Existe-t-il un moyen de créer une garantie de location via le CPAS?
Je suis majeur. Je suis handicapé . Puis-je introduire un recours en cas d'avis négatif concernant ma demande de nationalité ?,Droit des étrangers,I am an adult. I am disabled. Can I appeal in the event of a negative opinion concerning my application for nationality?,Can I appeal in the event of a negative opinion on my application?,Puis-je faire appel en cas d'avis négatif sur ma demande?
Je divorce. Je divorce pour cause de désunion irrémédiable. Comment introduire seul(e) une demande de divorce pour cause de désunion irrémédiable ?,Droit de la famille,I divorce. I divorce because of irretrievable disunity. How can I apply for a divorce on my own because of irretrievable disunity?,I divorce because of irretrievable disunity.,Je divorce à cause d'une désunion irrémédiable.
Qu’est-ce que la clause d'abandon de recours à Bruxelles ?,Droit immobilier,What is the drop-off clause in Brussels?,What is the drop-off clause?,Quelle est la clause de dépôt ?
Je suis majeur. Je séjourne en Belgique depuis au moins 5 ans. Comment se déroule la procédure de demande de nationalité ?,Droit des étrangers,I am an adult. I have been in Belgium for at least 5 years. How is the procedure for applying for nationality going?,I am an adult and have been in Belgium for at least 5 years.,Je suis adulte et je suis en Belgique depuis au moins 5 ans.
Est-ce interdit de faire des tags/graffitis sur un mur ?,Droit pénal,Is it forbidden to make tags/graffitis on a wall?,Is it against the law to tag a wall?,Est-ce contre la loi d'étiqueter un mur ?
Je pense que mon logement est insalubre. Je m'adresse à la Région wallonne ou à la commune compétente en vue de faire réaliser une enquête de salubrité et de surpeuplement. Qu'est-ce que l'enquête de salubrité et de surpeuplement en Wallonie ?,Droit immobilier,I think my accommodation is unsanitary. I am addressing the Walloon Region or the competent municipality with a view to carrying out a health and overcrowding survey. What is the health and overcrowding survey in Wallonia?,I want to carry out a health and overcrowding survey in Wallonia.,Je veux réaliser une enquête sur la santé et le surpeuplement en Wallonie.
