query,super_category
"I receive the confidences as a professional. I work in a CPAS, should I spontaneously communicate to the King's prosecutor suspicions of radicalization or terrorism?",Droit du travail
How can I make a donation?,Droit financier
What is human trafficking?,Droit des étrangers
What is a remission?,Droit pénal
Can the child decide alone which parent he wants to live with?,Droit de la famille
"We are not married, what name will our child bear if his father recognizes him before or at birth?",Droit de la famille
The mother of the child is not married to the father.,Droit de la famille
How can the measure of administration of property and/or the person be terminated?,Droit de la famille
The parents are not married together. What steps are taken to be recognized as the father of my child if neither I nor the mother are married?,Droit de la famille
"In the event of separation, what measures can the family judge take with regard to our children?",Droit de la famille
I receive the confidences as a professional. Do I have to tell the police everything if I am bound to professional secrecy?,Droit du travail
I'm staying with a friend/friend. My friend is living in my home. Can I get my furniture?,Droit immobilier
What happens if I don't appear before the police court?,Droit pénal
I go into life. I live alone. I don't work. How can I dispute the amount I have to pay?,Droit financier
When can the justice of the peace terminate the lease in Brussels?,Droit immobilier
Do I have to go through a notary to write a will?,Droit financier
Who has to declare the birth?,Droit de la protection sociale
Do I have to maintain the boiler every year in Brussels?,Droit immobilier
"I'm in debt settlement, what if I die?",Droit financier
Am I still entitled to legal aid even though my financial situation has improved?,Droit pénal
What are my rights during this police hearing as a witness?,Droit pénal
Who can apply for the administration of property or the person?,Droit de la famille
"My friend damaged my home, who needs to do the repairs?",Droit immobilier
I receive the confidences as a professional. Does professional secrecy cover what the person has not entrusted to me?,Droit du travail
"I'm a parent, does alternative accommodation prevent the payment of a maintenance contribution?",Droit de la famille
"Before we decide how to house the children, which judge should we go to?",Droit de la famille
"I was under provisional administration of property, what happened on September 1, 2019?",Droit de la famille
Will the rent of my student lease be indexed in Brussels?,Droit immobilier
Can society expel my social housing in Wallonia?,Droit immobilier
Do I have to pay my legal cohabitant's debts?,Droit de la famille
What are the regional criteria for unsafe living?,Droit immobilier
"If I am a victim of an offence, can I file a complaint with the prosecution?",Droit pénal
Can my owner claim late interest in me?,Droit immobilier
How can the measure of administration of property be terminated?,Droit de la famille
"If I have a conflict with someone, what income is considered for legal aid?",Droit pénal
Who can apply for collective debt settlement (CDR)?,Droit financier
Can a single roommate terminate the informal rental lease before the deadline in Brussels?,Droit immobilier
When and how to create a rental guarantee in Brussels?,Droit immobilier
How do I designate a trusted person?,Droit de la famille
I am a foreigner with a child in Belgium.,Droit des étrangers
I'm staying with a friend.,Droit immobilier
Can my friend take me to court if I don't pay him back?,Droit financier
I live with my family in Belgium.,Droit des étrangers
What is an income seizure?,Droit financier
"Our owner doesn't do the repairs, what to do in Brussels?",Droit immobilier
Is there a procedure for urgent and temporary measures between legal cohabitants?,Droit de la famille
I'm a parent. Can I claim a food contribution from my ex several years after our separation?,Droit de la famille
Do I have to hire a lawyer to challenge the decision of a social security organisation?,Droit immobilier
I am summoned to court.,Droit pénal
Is there a right to a birth allowance in case of miscarriage or stillborn in Brussels?,Droit de la protection sociale
What are the children covered by a family RC insurance?,Droit financier
Can I put my tenant at the door in Wallonia if I put an apartment or house for rent there?,Droit immobilier
Do we have to make a marriage contract?,Droit de la famille
Can my rent be indexed in Brussels?,Droit immobilier
"I'm a grandparent, do I have any contact with my grandchildren?",Droit de la famille
Can my spouse force me to introduce a collective debt settlement?,Droit financier
Do I have the right to lose my job in the event of a medical force majeure?,Droit du travail
"My neighbor makes a lot of noise, what to do?",Droit immobilier
Can I get out of prison?,Droit pénal
"I have a property administrator, can I make a donation?",Droit financier
May I contact the justice of the peace to resolve the rental dispute?,Droit immobilier
"If I am bound to professional secrecy, do I have to tell the police everything?",Droit du travail
Can I stop my budget guidance?,Droit financier
"We're not married, what name will my child bear if the father doesn't recognize him?",Droit de la famille
What happens if my minor child causes an accident with my car?,Droit financier
I'm going to court.,Droit pénal
Will I have the judge's answer after my application for collective settlement of debts is filed?,Droit financier
How to change your surname or first name?,Droit de la famille
Who has to pay for the last illness?,Droit financier
What is happening in Wallonia?,Droit immobilier
How can the different tenants of a condominium be charged the same amount?,Droit immobilier
